Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Unnamed: 68
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989527.967995,,373371738.286415,395794538.630775,409220087.102818,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832,3185150981.03207,3385825228.86997,3674298479.07676,4098530513.55777,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947.4074074,57130215.5555556,55017758.8888889,72804653.3333333,82107391.1111111,89527576.6666667,98665191.4814815,109157070.740741,119491932.962963,135161958.518519,151868754.444444,171106184.074074,185137242.962963,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000.0,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520429629.62963,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037,504214814.814815,555266666.666667,607159259.259259,653992592.592593,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6361166544.50349,7058361229.35415,7953274741.29303,8466044979.87996,9677401337.17309,10870670865.3211,11931740293.0378,13059064805.8774,13505574133.3333,15414902666.6667,17075457733.3333,19086192720.4664,23230667549.2496,30718181337.3006,34125712480.9267,40418967665.5877,44503607444.1687,49711709588.2196,60320089217.713,70393030602.547,70811287815.6106,61459941460.5385,60084214872.0657,60331158447.2389,58868891334.9941,62452421010.9094,87748695216.9077,109183446340.073,115540189705.118,112312200760.581,138217740684.484,139180507777.691,152966494259.538,143111306004.102,156017919221.457,184848481008.139,187481157845.724,173241365735.483,176877077513.133,177887720535.535,164043817223.59,164881594415.341,178788209558.311,218421193436.252,251986155630.852,265150087711.985,283386151543.687,320213157595.018,354979471960.142,322619152194.594,322345594075.47,344315595263.175,326792574244.963,344631016965.12,352832602064.452,301758922337.637,312181849372.233,331610593961.988,355293374912.393,345401473012.615,355631021931.621,408378204639.999,401945576107.963,407091920305.404,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485500000.0,1666500000.0,1987400000.0,2344800000.0,2925700000.0,3599200000.0,3951500000.0,4587100000.0,4734400000.0,5498800000.0,6761300000.0,7561300000.0,8267400000.0,9220600000.0,11594000000.0,5044579979.23285,6122128557.57243,5827050753.25937,5374299981.49698,6686593059.93691,7073675544.79021,9824483339.94518,11605382504.0,13081042400.0,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48122601530.3324,48261078913.7266,53860187257.9593,58029773599.455,60681535652.5373,62682159338.0354,67179955677.2791,71164826836.5281,75704647877.6559,79998046305.79,85555390139.118,88941372558.2397,78844656298.1776,94243425938.3647,113537368176.13,121444279313.931,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615451.30098,2434747055.94018,2001444543.91885,2702982017.63803,2909316435.2874,3136284306.85469,3039859187.45164,3370870376.29682,3852147026.77302,4257253264.08834,4863526896.57407,5077183093.88968,6766743956.88889,8707858912.12481,13209871625.9044,15557902754.033,17728240932.3158,20972113684.9558,26364491313.4471,33243706859.6596,42345829079.2062,44348590460.9288,45207167470.3497,48801369800.3675,53698548293.0745,57937868670.1937,63692007897.3834,66745818375.493,59089396860.4342,55634721572.7343,62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069464937.19791,1753850955.05808,1518207703.48997,1824343870.71407,2244146102.98333,2387047395.70254,2429308638.838,2553595172.08743,2582179864.15493,3112165727.38342,2862503139.00358,2754219271.03082,3185986087.33583,3891754150.23796,6599257044.12414,7731674472.07212,9091921030.17345,11026342618.1141,11922497876.4828,14175160902.0721,17881508242.4481,21810759353.7304,19929846396.4239,17152477036.5005,16912509091.855,17149088413.35,15314138472.3282,13945426859.4657,13051881851.4068,13890823704.5545,15239272611.5809,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,17539454727.3637,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,102717794000.0,97209558000.0,97671433000.0,104467486000.0,107478962000.0,107595829000.0,95865472000.0,107435101000.0,116586079000.0,118844826000.0,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,4206270175.31699,4494575422.17787,4035461921.91963,4187146119.1343,4709245635.2252,4948667540.41066,5278005611.91453,5605484298.98275,5932242990.65421,6524455205.81114,8042200452.1477,8609283346.08518,9299638055.84281,10098534613.4411,9228963224.60004,11632178868.9171,13315988083.4161,14400806875.9867,14811704063.0685,18020571428.5714,21669908176.3889,22136081081.0811,27655172413.7931,30966239813.7369,33971188991.6147,39053502251.0732,41253507951.3564,40455616653.5742,34980124929.0176,39756299049.9793,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,396002496996.96,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.648376,467872714.755603,531688311.688312,578015625.0,693535954.190067,686490090.140141,745523116.900052,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800.0,1856695551.21951,1589515447.15447,2065001626.01626,,,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12424514013.7604,14238126759.7335,16609632790.5843,19631714759.6491,21966876027.2517,25479619606.5284,29559436182.9186,32570905397.2885,32394326463.759,37090689287.8552,40963715236.5106,46586119760.479,59090176028.993,78583355225.5854,97204522642.0536,114695060869.565,118422534195.474,132354665936.473,160484969618.056,214448666336.143,232600556973.776,202663023968.283,195856752991.065,170829074245.94,171979977230.387,180664322896.282,251141555185.933,318520253335.13,375891716897.586,414460794096.978,536175326477.31,576753902321.857,630465353486.104,524700572623.872,530183651720.283,614170002668.802,642251412058.321,589739772727.273,618731484575.12,634394904386.874,598102854756.08,627798682378.741,708938227243.923,907963217057.645,1069829382514.67,1154667551775.88,1261846683275.29,1476746276854.51,1636115447612.5,1496587590847.66,1427989078916.67,1487568659241.25,1330994811670.31,1362186923157.65,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682.2914,4123011419.74174,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1610511693.84215,1680859514.1016,1747566307.0997,1825058827.83853,1984129185.6,2159998591.2,2324466416.0,2461762002.8,2619948864.8,2768987372.0,3045354454.8,3224280834.97092,3520252938.26087,4070570549.8642,4577209966.18358,4577047854.10628,4943806093.23672,5651840584.54106,6014961434.78261,6586048398.06763,7012585454.10628,7507663566.66667,7899988840.57971,8781664427.05314,8298309580.67633,9717392686.95652,10094328898.0676,10790001557.971,11181119717.8744,11762932007.2464,12478943895.1691,13799799323.6715,10754799036.5745,9051043870.12197,7100806753.92942,7855205206.93405,8761215548.48614,8803539988.33248,8013274131.69715,7892973531.80045,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701,163697927593.982,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5279481824.12983,5984433774.41601,6407796042.70357,6958916548.12933,7848987792.54261,8680393838.88018,9306142171.60056,9468272357.09549,8916565040.54632,10177524838.9004,11358529161.9479,12528522307.4737,14744499569.8308,19474098335.1486,24851036710.2568,29475251333.4411,31852352669.6415,33502784417.884,36259392057.7617,44469218439.9328,53649984061.205,52440066133.9212,52784013815.2214,50956447480.7857,52870993272.6553,55856676899.4628,73511611541.1682,91564993913.1611,109039090262.971,118991270611.057,141446120354.533,127794441993.824,112537828510.751,89112105756.2194,103182697780.307,134060457516.34,131991975148.848,126862902302.142,133990876724.522,135234241918.147,125967821110.589,129519672868.898,140360963811.765,171612867735.686,197458297639.769,204859368790.661,217044068234.117,256360251537.648,285698662071.094,253480783439.453,249429613683.334,275126915515.565,257443384492.969,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440.0,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280241515774.32,295532341254.907,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.113084,116987784.913739,122906434.957814,129454728.623599,140032741.468329,147084750.031482,150603925.515853,162625885.863484,166952937.135005,182182067.703568,219878482.173564,247749327.721267,316656648.698957,425950487.519894,558587097.382833,684282434.361095,694540806.380644,719501765.783049,829267889.429373,1019691460.17376,1202618816.20852,1235626770.50924,1194059943.22478,1123085190.06509,1178000677.99929,1141168943.97661,1290267339.65006,1177947965.12142,1110009522.75743,1182660265.76635,1337017559.49728,1383883249.591,1532411039.05479,1636101246.9394,1825732092.54674,1970301486.20561,2128696643.62574,2090221137.02876,1653146716.58235,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104791.41609,4682479912.05203,4930213634.35692,5353469171.0611,5581425324.91185,5444407214.31758,4432466237.09588,4305031630.81808,4969503560.7735,5442046565.04719,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,61756878990.3,66806595974.7159,74888595285.8833,83957182115.028,93079224076.2648,100522559916.017,108928356518.505,117751396249.071,128427504709.055,140361802781.576,146926998937.05,164238872972.653,201621751625.488,262343828815.557,283102178123.295,356780728162.766,368488292816.171,406736454934.474,501724418604.651,608218624730.188,694529183483.39,609184791792.396,578152310609.841,553356312935.709,525033325827.516,547220981165.134,764946585850.933,926320855614.973,1010827662151.75,1016742237302.08,1257649439826.53,1258961748633.88,1389663073110.28,1314383368079.69,1385822778827.98,1595219345511.89,1598889216566.23,1449392222971.45,1496906382032.47,1486915879701.93,1360959069477.49,1370376677298.86,1492427756382.43,1835095983049.09,2109792297237.03,2192146403028.17,2317861544690.82,2655816911866.56,2926802941585.86,2700075882518.98,2646230027988.34,2870408553990.28,2683007095787.23,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,57954522.4217259,64397131.0846457,66225403.5588069,65186666.6666667,70106666.6666667,84933333.3333333,99219082.8537991,119335897.815202,161236465.823622,196771070.895339,227404436.013679,270470345.449357,347798304.635267,397833034.884512,448568492.658561,493014300.005217,456244919.010912,444047495.320099,486605127.702681,426008864.692169,459307281.195335,688914288.878298,886508622.334316,968576956.930265,871935350.384909,960805408.949872,909253214.82608,912670413.325883,760957189.757646,758739178.612171,901404709.830684,989536914.659081,933763083.395627,1104744235.30111,1127684827.35686,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3664686796.62669,3566698397.6602,3907323961.33964,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,19885926.0,21783158.0,25100928.0,34821467.0,46095175.0,46119184.0,46813193.0,47305560.0,53656834.0,60270778.0,64186644.0,76472529.0,80055706.0,84110353.0,84676118.0,101931941.0,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.799846,167637907.122782,182796536.266025,154480244.055222,215679855.342091,226474285.779063,245849781.273234,271543680.048895,294468564.245272,318124701.478771,323802475.512425,381687072.622379,430508358.514204,722780701.295854,1544216001.66059,2157592940.04234,3009409974.26856,2809349069.22118,2389479271.66616,3030251120.09759,4279637942.25144,3862269120.53497,3618007841.13503,3391275731.53751,3561451560.50783,3339914757.22872,3403638189.20049,3281797043.04996,3834503376.02992,4186411463.85975,5952293764.84777,5402919784.57004,5592390827.39854,4378645081.01769,4190819344.22255,4958845648.04778,5694040002.89863,5326817114.53586,4483417309.83011,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9864,19444935097.2395,20440655695.1804,19388402541.6698,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.1028,77741965703.3544,81247564156.8246,86561961812.3249,94407558351.1616,101824755078.991,108572752102.045,113116888210.787,107759910067.889,116464702803.218,130671946244.3,148113896325.14,169965034965.035,192537971582.558,206131369798.971,241756637168.142,232614555256.065,263066457352.172,335883029721.956,438994070309.191,564947710899.373,540765675241.158,515048916841.37,489618008185.539,461487097632.349,489285164271.047,601452653180.885,745162608269.325,910122732123.799,926884816753.927,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1344240176739.78,1419645865834.63,1560911918795.02,1653694932096.72,1687830448147.55,1665534876683.31,1649827263567.01,1785729916067.15,2054422857142.86,2421525082387.4,2543180000000.0,2708441582336.71,3090510204081.63,2929411764705.88,2412840006231.5,2485482596184.71,2663805834828.07,2707089726614.64,2784853502534.29,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,3380854520809.54,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321981333.6772,8833588173.40023,8902632715.25406,7735927263.59261,6339735099.33775,3690328963.64086,2701181331.30816,2513870586.73344,2693731865.97036,3094935186.76896,3510520231.21387,3613497316.55319,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833585.4441,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230094.97205,1302674324.88378,1382515654.47343,1540797588.57221,1731296199.52296,2053462968.0426,2126300672.22965,1747187644.9031,1666909517.65205,1962050555.7775,2215028588.45646,2417108577.52739,2112293279.98507,3006766758.43977,2894409937.8882,2810106382.97872,2765254237.28814,3189428571.42857,3662478184.99127,4020227920.22792,4445228215.76763,4222441860.46512,4035994397.7591,4057275132.27513,4412279843.44423,4504306722.68908,5735677433.82683,5074829931.97279,5197765031.64557,5251858439.874,5889106573.46088,6603185267.79643,6416103925.83267,5968922939.37198,5446383726.77047,6464382807.67884,6932991739.37767,6891443192.24985,7482069162.42008,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783319817.3705,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067,70043099675.68,79524421861.2743,74263364041.8742,76370396722.154,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,3220224607.81851,3594302908.06164,4203069035.01427,5152080387.55572,5691417541.33871,6102769605.43001,6762781870.6211,6914381290.57116,8087305999.0597,8877094497.44971,9746524915.08071,9646440666.52864,11926032493.4301,15129893722.3449,18421497251.1767,22787644565.9059,2909130355.238,2976714019.06852,3476480303.12273,3546079262.94987,3888320665.52218,4396178694.1535,4789220416.70641,4781166116.51789,4932800406.92974,5385704166.43341,5641243099.76661,5516916163.0949,5232118046.3713,5046806782.54761,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019845.26658,6281918226.34063,6964179983.18155,6716905339.73244,6853467145.53089,6785137203.33153,7638044556.84656,8376613539.28278,8778473372.82124,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22199409741.2578,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212081.3502297,46695006.9579374,41160065.8561054,45168072.2689156,52296083.6737339,55728663.222684,59160569.4804413,75187749.0961317,95796021.6888272,115179719.077633,112190829.470457,138093099.09774,171833086.019624,207112627.726094,241083090.303623,218767743.459101,216050552.301584,213448584.936945,177340880.086204,225726358.890914,185646986.824927,220626484.224811,266672211.934161,284120329.401023,317083695.477797,690311080.515018,714254256.122189,755040974.087322,746493951.900959,785999864.840299,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2396111021.64149,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,204670550.76064,204167296.856603,227986203.29754,232331281.355932,256769730.263158,283311996.82299,292152321.493146,298871674.860041,318876550.432277,308143183.311819,287648258.258297,402230865.151515,430284021.883771,425225176.812165,359980490.728569,373959151.148591,338524232.567315,451893374.95907,427514321.528126,554072302.828333,634187269.235013,668470890.785147,588309271.28603,615779518.807114,612502084.797565,660195402.013602,702965147.568054,698107222.422492,591034143.426384,579365780.135134,391345597.488269,412610871.509121,466773711.235579,553614800.145707,582169841.298304,639776040.688424,634781901.251494,753162998.015113,952667544.037289,890167833.369849,940112538.936436,1157074319.19388,1049412177.11413,1109682824.13594,1135250721.0374,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1588638853.59328,1646400349.84867,1853796455.89489,1796608530.82267,2048348108.35852,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,37253333.3333333,44266666.6666667,51915000.0,64748333.3333333,69110000.0,72317446.9327193,67514285.7142857,67225714.2857143,66331428.5714286,64946954.756798,65429198.238708,81203226.9138345,94159862.7073691,104295643.388437,103653049.93797,103987520.075827,,,50642880.7737503,36731422.8456914,44294647.733479,44442456.94764,50320914.4065688,62118569.9654481,76407395.8727542,93345859.52973,100534656.881732,88265974.861049,112119411.489965,110906028.536862,134707183.84662,136047906.245408,100807002.540195,141853360.867855,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4274890306.82895,4892397431.33292,5140542929.42067,5813285626.64404,6576906345.11518,7582209670.27425,8472021466.86847,9146592855.683,9950331205.83108,11454106327.0756,12957113636.3636,14388806818.1818,16650659090.9091,22037019562.7158,24998715909.0909,28129128586.61,30719552238.806,35673080481.0361,43654480519.4805,53724121435.1426,56039256594.7242,51618456334.5633,53858346938.7755,48741397058.8235,47352146311.971,47155741426.1041,55595445472.2493,64739630095.6215,75200610136.9205,78067933277.3815,96529587274.2906,103680863712.844,114608178405.434,107295704518.43,114980063202.247,134974613913.811,142502984144.96,138766067640.085,139612812175.718,137131371955.307,125760166224.805,132050474720.03,150253800085.865,196930509813.384,234979615898.225,242315668619.405,269073415333.676,314226996944.108,351121399546.485,326829054686.306,296417644404.034,283228079776.041,238841140018.233,236556279640.705,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,218880566444.349,243498333237.802,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.1851852,88322386.2962963,102244362.222222,110900457.037037,115651918.888889,125435590.0,131803552.222222,145533310.740741,167728455.185185,187589522.592593,215009569.62963,236357523.703704,267327642.222222,278098762.962963,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000.0,1224577777.77778,1316733333.33333,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.6666667,88466738.2497268,106101297.801272,140153748.243656,169918948.629182,211190630.329609,240779417.7857,282269749.160113,355987433.41569,420645821.540488,476051740.773769,435748993.418421,402403041.029269,416184071.019417,379371901.490374,412876382.829174,603016292.686978,787390408.953269,898607670.624413,929799902.191124,1018977280.32928,1016500069.25708,1037916162.54976,927214151.76793,1005887539.32049,1208953287.06598,1197515569.08202,1072154433.84538,1149858069.75766,1131555107.04907,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.95652,7231963515.98174,7084399840.0,7841602824.42748,8410724360.79545,7650196845.21546,9406135143.41165,10440781587.5435,11400017301.4587,12983233310.7467,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996446269.442,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77719464220.73,86478835636.3813,95630524813.106,104450210572.012,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,,
